row_names,AUC,PRAUC
22_magic.gamma_all_Class0_simulation1,0.8301712537060377,0.7683857757176967
22_magic.gamma_all_Class0_simulation2,0.8318905900901052,0.7697100351560663
22_magic.gamma_all_Class0_simulation3,0.8268511962128869,0.7656793706489953
22_magic.gamma_all_Class0_simulation4,0.8401593716847688,0.7760354556651392
22_magic.gamma_all_Class0_simulation5,0.8146233759172055,0.7548408040905998
22_magic.gamma_all_Average,0.828739157522201,0.7669302882556994
22_magic.gamma_all_Std,0.0075853302109413,0.0063307441949717
23_mammography_all_Class0_simulation1,0.8688262555332041,0.1702869589614953
23_mammography_all_Class0_simulation2,0.8626446904392524,0.1558795627757825
23_mammography_all_Class0_simulation3,0.8644781635718192,0.1615820159599678
23_mammography_all_Class0_simulation4,0.8619745024578862,0.1533823461545486
23_mammography_all_Class0_simulation5,0.8661836788725007,0.1736999270170128
23_mammography_all_Average,0.8648214581749325,0.1629661621737614
23_mammography_all_Std,0.0022677217981985,0.0072202614746769
25_musk_all_Class0_simulation1,1.0,0.9999999999999998
25_musk_all_Class0_simulation2,1.0,0.9999999999999998
25_musk_all_Class0_simulation3,1.0,0.9999999999999998
25_musk_all_Class0_simulation4,1.0,0.9999999999999998
25_musk_all_Class0_simulation5,1.0,0.9999999999999998
25_musk_all_Average,1.0,0.9999999999999998
25_musk_all_Std,0.0,1.1102230246251563e-16
26_optdigits_all_Class0_simulation1,0.528072114751941,0.0284190764746311
26_optdigits_all_Class0_simulation2,0.5374272930648769,0.0292995121604964
26_optdigits_all_Class0_simulation3,0.550666535070404,0.0303602355588606
26_optdigits_all_Class0_simulation4,0.5150559284116332,0.0276899095418084
26_optdigits_all_Class0_simulation5,0.5462850375049348,0.0295233911663951
26_optdigits_all_Average,0.535501381760758,0.0290584249804383
26_optdigits_all_Std,0.0117131607704386,0.0008416876283406
28_pendigits_all_Class0_simulation1,0.9152632438717364,0.1401261376280827
28_pendigits_all_Class0_simulation2,0.8800397820634783,0.1078467639389319
28_pendigits_all_Class0_simulation3,0.8754754148769542,0.0990388817008027
28_pendigits_all_Class0_simulation4,0.8965916188609261,0.1140223312652576
28_pendigits_all_Class0_simulation5,0.8902293714626154,0.1199266082708167
28_pendigits_all_Average,0.8915198862271421,0.1161921445607783
28_pendigits_all_Std,0.0127824931385387,0.0126185718787276
29_Pima_all_Class0_simulation1,0.7111361867704281,0.499434488532232
29_Pima_all_Class0_simulation2,0.708715953307393,0.4937599549209847
29_Pima_all_Class0_simulation3,0.7164980544747082,0.4999689763647855
29_Pima_all_Class0_simulation4,0.7168404669260701,0.5016596747536355
29_Pima_all_Class0_simulation5,0.7133774319066148,0.5073689937779325
29_Pima_all_Average,0.7133136186770428,0.500438417669914
29_Pima_all_Std,0.002842038546789,0.003986528723816
30_satellite_all_Class0_simulation1,0.6907878055649379,0.5404340116534656
30_satellite_all_Class0_simulation2,0.6696237436185809,0.5226658904592091
30_satellite_all_Class0_simulation3,0.6766434196030935,0.5293018633235329
30_satellite_all_Class0_simulation4,0.6724801965481666,0.5283928338196593
30_satellite_all_Class0_simulation5,0.677531146662887,0.5325512888379562
30_satellite_all_Average,0.6774132623995331,0.5306691776187646
30_satellite_all_Std,0.0066394866900835,0.0053228786259353
31_satimage-2_all_Class0_simulation1,0.9974841150328718,0.8441766655967959
31_satimage-2_all_Class0_simulation2,0.998258468921781,0.8869463918217083
31_satimage-2_all_Class0_simulation3,0.9981544055533113,0.8813565637247337
31_satimage-2_all_Class0_simulation4,0.997205592487849,0.7681442647484006
31_satimage-2_all_Class0_simulation5,0.9967005790820388,0.8009809783362722
31_satimage-2_all_Average,0.9975606322155705,0.8363209728455822
31_satimage-2_all_Std,0.0005340321970869,0.0419321438752151
33_skin_all_Class0_simulation1,0.8167353131105587,0.3758182303665554
33_skin_all_Class0_simulation2,0.8152633199364113,0.374550492233657
33_skin_all_Class0_simulation3,0.8116327924678125,0.37009638238992865
33_skin_all_Class0_simulation4,0.8069489456472876,0.3647522484093579
33_skin_all_Class0_simulation5,0.8114909445505561,0.36990211769140263
33_skin_all_Average,0.8124142631425253,0.37102389421818033
33_skin_all_Std,0.003112381360590122,0.003579449552311919
34_smtp_all_Class0_simulation1,0.8732309177902391,0.37869606645586734
34_smtp_all_Class0_simulation2,0.8591064182542854,0.3786231857426482
34_smtp_all_Class0_simulation3,0.8556425913299954,0.3502193875689011
34_smtp_all_Class0_simulation4,0.8653871857175895,0.32518632189936586
34_smtp_all_Class0_simulation5,0.904663288690789,0.35681310652187587
34_smtp_all_Average,0.8716060803565797,0.3579076136377316
34_smtp_all_Std,0.016047680541859264,0.018222167805291446
35_SpamBase_all_Class0_simulation1,0.6542787486523775,0.4836746927933291
35_SpamBase_all_Class0_simulation2,0.653058113630024,0.4803607829338311
35_SpamBase_all_Class0_simulation3,0.6581889743744392,0.49061174567896193
35_SpamBase_all_Class0_simulation4,0.6506846959085049,0.480546065380055
35_SpamBase_all_Class0_simulation5,0.6587153010758363,0.4896524112654069
35_SpamBase_all_Average,0.6549851667282363,0.4849691396103168
35_SpamBase_all_Std,0.0027953799711191688,0.004005166790272426
36_speech_all_Class0_simulation1,0.46018850574712644,0.018778154212376802
36_speech_all_Class0_simulation2,0.4539494252873563,0.01784429908267036
36_speech_all_Class0_simulation3,0.4553471264367816,0.018177822278429755
36_speech_all_Class0_simulation4,0.46169655172413787,0.01869777677702622
36_speech_all_Class0_simulation5,0.45579310344827584,0.01807527503506868
36_speech_all_Average,0.45739494252873564,0.018314665477114363
36_speech_all_Std,0.002736751887789348,0.00033137955721162653
37_Stamps_all_Class0_simulation1,0.6548700281866583,0.2121477567367613
37_Stamps_all_Class0_simulation2,0.6714688380833073,0.1896810094322566
37_Stamps_all_Class0_simulation3,0.641716254306295,0.19046512147525568
37_Stamps_all_Class0_simulation4,0.6198976928698194,0.18639088440834614
37_Stamps_all_Class0_simulation5,0.6432821797682431,0.1999770443748811
37_Stamps_all_Average,0.6462469986428646,0.19573236328550017
37_Stamps_all_Std,0.015460172127096498,0.008554807684058162
38_thyroid_all_Class0_simulation1,0.9793567092507022,0.4673956606651647
38_thyroid_all_Class0_simulation2,0.977229319561475,0.49606266604742033
38_thyroid_all_Class0_simulation3,0.974500317115158,0.40507984148823467
38_thyroid_all_Class0_simulation4,0.9803714777566367,0.4309893970759112
38_thyroid_all_Class0_simulation5,0.9717133278970734,0.46230051225374924
38_thyroid_all_Average,0.9766342303162091,0.45236561550609605
38_thyroid_all_Std,0.0029012039844935468,0.028655784162260764
39_vertebral_all_Class0_simulation1,0.3111111111111111,0.08727631258165146
39_vertebral_all_Class0_simulation2,0.32031746031746033,0.08831624841696468
39_vertebral_all_Class0_simulation3,0.3157142857142857,0.08964179386569279
39_vertebral_all_Class0_simulation4,0.3688888888888889,0.09455454051538092
39_vertebral_all_Class0_simulation5,0.31714285714285717,0.08810085704308415
39_vertebral_all_Average,0.32663492063492067,0.08957795048455479
39_vertebral_all_Std,0.01947501106807009,0.0023749301214460736
40_vowels_all_Class0_simulation1,0.946773303916161,0.5430011827425422
40_vowels_all_Class0_simulation2,0.9602868174296746,0.5000155510062853
40_vowels_all_Class0_simulation3,0.9658315673353267,0.5820829105028602
40_vowels_all_Class0_simulation4,0.9509971840798909,0.42745537768002834
40_vowels_all_Class0_simulation5,0.949487618660551,0.5545627453111399
40_vowels_all_Average,0.954675298284321,0.5214235534485712
40_vowels_all_Std,0.006568022853584373,0.049213274542763676
41_Waveform_all_Class0_simulation1,0.6653069734134646,0.0606813043475546
41_Waveform_all_Class0_simulation2,0.6831763643011026,0.06913914811014137
41_Waveform_all_Class0_simulation3,0.6787437642956639,0.05455925671995249
41_Waveform_all_Class0_simulation4,0.6751179156204583,0.05791473883873202
41_Waveform_all_Class0_simulation5,0.6888870759645513,0.06306144601035707
41_Waveform_all_Average,0.6782464187190482,0.061071178805347515
41_Waveform_all_Std,0.007245597273919205,0.004501361587571306
42_WBC_all_Class0_simulation1,0.99113197704747,0.8079144620811289
42_WBC_all_Class0_simulation2,0.9853938445487741,0.7188912452070346
42_WBC_all_Class0_simulation3,0.9833072509128847,0.6742524450857783
42_WBC_all_Class0_simulation4,0.9775691184141888,0.6985042735042735
42_WBC_all_Class0_simulation5,0.9765258215962441,0.4936267436267437
42_WBC_all_Average,0.9827856025039123,0.6786378339009917
42_WBC_all_Std,0.0048842190593594735,0.09396434988639424
43_WDBC_all_Class0_simulation1,0.9586056644880174,0.25253226711560045
43_WDBC_all_Class0_simulation2,0.9601618425147838,0.24850007117696804
43_WDBC_all_Class0_simulation3,0.969187675070028,0.3381752954333599
43_WDBC_all_Class0_simulation4,0.9710550887021475,0.39775045941712606
43_WDBC_all_Class0_simulation5,0.9505135387488329,0.211648699883994
43_WDBC_all_Average,0.9619047619047618,0.2897213586054097
43_WDBC_all_Std,0.006836800926177192,0.06217667531483868
