row_names,AUC,PRAUC
1_ALOI_all_Class0_simulation1,0.5423833823124323,0.0361315116228585
1_ALOI_all_Class0_simulation2,0.5448931109159726,0.0365689933589216
1_ALOI_all_Class0_simulation3,0.5448777952916699,0.0369623908851256
1_ALOI_all_Class0_simulation4,0.5446470094479554,0.0365795511804772
1_ALOI_all_Class0_simulation5,0.5461075347752525,0.0365647941124513
1_ALOI_all_Average,0.5445817665486565,0.0365614482319669
1_ALOI_all_Std,0.0011067736067076,0.0002401375784751
2_annthyroid_all_Class0_simulation1,0.8729570561846602,0.3494136370936734
2_annthyroid_all_Class0_simulation2,0.8599714761895352,0.3506124859117131
2_annthyroid_all_Class0_simulation3,0.8802086795505898,0.3663748985010254
2_annthyroid_all_Class0_simulation4,0.8276926495044714,0.30235944108635515
2_annthyroid_all_Class0_simulation5,0.8774048063488984,0.381055950058306
2_annthyroid_all_Average,0.8636469335556309,0.34996328253021464
2_annthyroid_all_Std,0.017590093831691557,0.024162451614486376
