row_names,AUC,PRAUC
45_wine_all_Class0_simulation1,0.8319327731092436,0.21877034866800948
45_wine_all_Class0_simulation2,0.8029878618113913,0.18893258394537166
45_wine_all_Class0_simulation3,0.9047619047619047,0.3094887893133507
45_wine_all_Class0_simulation4,0.8450046685340803,0.21427319768280867
45_wine_all_Class0_simulation5,0.7385620915032678,0.16342497766197683
45_wine_all_Average,0.8246498599439775,0.21897797945430347
45_wine_all_Std,0.04960787037695316,0.04509849698683205
46_WPBC_all_Class0_simulation1,0.5329012258700859,0.27453856542299004
46_WPBC_all_Class0_simulation2,0.5228969987318586,0.24836025245456875
46_WPBC_all_Class0_simulation3,0.5572777229815414,0.28681255568379793
46_WPBC_all_Class0_simulation4,0.5321967028321826,0.2655778128447176
46_WPBC_all_Class0_simulation5,0.5485416373115402,0.2713578670249952
46_WPBC_all_Average,0.5387628575454417,0.2693294106862139
46_WPBC_all_Std,0.01131093398250324,0.011479622311619971
